식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,에너지,수분,단백질,지질,회분,탄수화물,당류,총식이섬유,칼슘,철,인,칼륨,나트륨,비타민 A,레티놀,베타카로틴,티아민,리보플라빈,니아신,비타민 C,비타민 D,콜레스테롤,총포화지방산,트랜스지방산,출처코드,출처명,1회 섭취참고량,외식업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D114-033100000-0001,오이무침_부추,D,음식,1,가정식(분석 함량),14,생채·무침류,14033,오이무침,1403310,부추,140331000,해당없음,00,해당없음,31,89.1,1.95,0.39,3.55,5.01,4.15,2.5,29,0.39,51,335,1070,29,0,351,0.5,0.08,0.42,2.1,0,0,0.08,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-034000000-0001,오이생채,D,음식,1,가정식(분석 함량),14,생채·무침류,14034,오이생채,1403400,해당없음,140340000,해당없음,00,해당없음,69,84.7,1.78,2.9,1.62,8.96,8.04,1.7,31,0.46,52,254,474,25,0,299,0.02,0.06,0.62,0.58,0,0,0.14,0,3,식품의약품안전처,50,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-035000000-0001,오이지무침,D,음식,1,가정식(분석 함량),14,생채·무침류,14035,오이지무침,1403500,해당없음,140350000,해당없음,00,해당없음,52,87,0.96,3.51,4.31,4.21,2.78,3.6,55,0.64,22,100,1615,3,0,33,0.21,0.02,0.24,0.18,0,0,0.41,0.01,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-036230000-0001,오징어무침_채소,D,음식,1,가정식(분석 함량),14,생채·무침류,14036,오징어무침,1403623,채소,140362300,해당없음,00,해당없음,62,84.6,5.85,0.93,0.99,7.6,5.54,2.3,16,0.73,84,212,162,18,1,208,0.146,0.046,0,1.08,0,49.17,0.14,0,3,식품의약품안전처,240,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-037000000-0001,오징어채무침,D,음식,1,가정식(분석 함량),14,생채·무침류,14037,오징어채무침,1403700,해당없음,140370000,해당없음,00,해당없음,258,37.4,23.6,5.53,5.05,28.41,18.71,6.7,35,0.61,210,156,1803,34,0,414,0.238,0.038,0,1.98,0,227.73,0.99,0.03,3,식품의약품안전처,80,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-040000000-0001,톳나물무침,D,음식,1,가정식(분석 함량),14,생채·무침류,14040,톳나물무침,1404000,해당없음,140400000,해당없음,00,해당없음,75,81.1,1.87,2.09,2.7,12.28,6.94,6.4,91,0.92,32,494,600,15,0,175,0,0.089,0.822,1.98,0,0,0.3,0.01,3,식품의약품안전처,90,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-041000000-0001,파래무침,D,음식,1,가정식(분석 함량),14,생채·무침류,14041,파래무침,1404100,해당없음,140410000,해당없음,00,해당없음,49,86.4,3.53,1.7,3.37,4.97,1.73,3.5,50,21.97,64,509,736,208,0,2491,0,0.133,1.667,12.4,0,2.17,0.2,0.03,3,식품의약품안전처,30,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-042000000-0001,파무침,D,음식,1,가정식(분석 함량),14,생채·무침류,14042,파무침,1404200,해당없음,140420000,해당없음,00,해당없음,71,84.1,2.25,2.81,1.75,9.08,8.02,3.5,47,0.57,46,255,424,31,0,370,0,0.08,0.1,0.53,0,6.25,0.31,0.01,3,식품의약품안전처,150,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-043270000-0001,풋고추된장무침_풋고추,D,음식,1,가정식(분석 함량),14,생채·무침류,14043,풋고추된장무침,1404327,풋고추,140432700,해당없음,00,해당없음,124,77.3,2.37,7.35,0.96,12,8.43,3.4,34,0.46,54,244,183,31,0,373,3.02,0.06,0.67,0.21,0,0,1.07,0.04,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-044000000-0001,풋마늘무침,D,음식,1,가정식(분석 함량),14,생채·무침류,14044,풋마늘무침,1404400,해당없음,140440000,해당없음,00,해당없음,71,81.4,4.14,1.04,2.14,11.27,5.95,4.6,34,0.87,71,444,477,78,0,937,0.05,0.13,0,2.75,0,0,0.11,0.01,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-045000000-0001,피조개무침,D,음식,1,가정식(분석 함량),14,생채·무침류,14045,피조개무침,1404500,해당없음,140450000,해당없음,00,해당없음,52,87,4.71,0.95,1.3,6.07,3.72,2.1,36,3.07,63,221,223,10,4,67,0.09,0.09,0.58,1.96,0,14.87,0.18,0.01,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-046000000-0001,해초무침,D,음식,1,가정식(분석 함량),14,생채·무침류,14046,해초무침,1404600,해당없음,140460000,해당없음,00,해당없음,39,87.9,0.95,0.16,2.45,8.52,3.95,4.3,54,0.39,16,39,862,2,0,28,0,0.02,0,0.42,0,0,0.06,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-048000000-0001,회무침,D,음식,1,가정식(분석 함량),14,생채·무침류,14048,회무침,1404800,해당없음,140480000,해당없음,00,해당없음,82,80.2,8.09,1.65,1.49,8.6,4.53,2.6,64,0.87,124,348,275,106,3,1233,0.172,0.12,0,0.84,0,26.4,0.52,0.03,3,식품의약품안전처,250,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D114-048010000-0001,회무침_가오리,D,음식,1,가정식(분석 함량),14,생채·무침류,14048,회무침,1404801,가오리,140480100,해당없음,00,해당없음,81,78.8,11.33,1.16,2.39,6.35,5.47,2.7,398,0.33,283,210,354,14,0,171,0.083,0.061,0,0,0,277.64,0.2,0,3,식품의약품안전처,230,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D115-005000000-0001,고들빼기김치,D,음식,1,가정식(분석 함량),15,김치류,15005,고들빼기김치,1500500,해당없음,150050000,해당없음,00,해당없음,71,81.8,3,1.38,2.34,11.52,4.4,5,69,2.24,42,257,605,95,0,1141,0.22,0.12,0.42,0.96,0,3.9,0.14,0,3,식품의약품안전처,50,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D115-006000000-0001,깍두기,D,음식,1,가정식(분석 함량),15,김치류,15006,깍두기,1500600,해당없음,150060000,해당없음,00,해당없음,33,90.5,1.56,1.06,2.6,4.24,2.54,2.1,45,0.28,36,283,808,9,0,104,0.1,0.06,0.46,0.54,0,3.06,0.04,0,3,식품의약품안전처,50,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D115-007000000-0001,깻잎김치,D,음식,1,가정식(분석 함량),15,김치류,15007,깻잎김치,1500700,해당없음,150070000,해당없음,00,해당없음,62,83.3,2.82,1.72,3.26,8.92,4.04,3.6,72,0.68,55,384,924,134,0,1613,0.08,0.14,1.38,2.84,0,0,0.08,0,3,식품의약품안전처,50,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D115-008000000-0001,나박김치,D,음식,1,가정식(분석 함량),15,김치류,15008,나박김치,1500800,해당없음,150080000,해당없음,00,해당없음,10,96.8,0.46,0.38,1.23,1.15,0.34,0.8,8,0.2,10,89,377,1,0,16,0.14,0.02,0,2.14,0,0,0.02,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D115-009000000-0001,동치미,D,음식,1,가정식(분석 함량),15,김치류,15009,동치미,1500900,해당없음,150090000,해당없음,00,해당없음,14,95.9,0.29,0.37,1.15,2.28,1.45,1,7,0.43,12,87,412,0,0,2,0,0.015,0.03,1.22,0,0,0.01,0,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D115-011020000-0001,물김치_돌나물,D,음식,1,가정식(분석 함량),15,김치류,15011,물김치,1501102,돌나물,150110200,해당없음,00,해당없음,5,98.1,0.31,0.08,0.77,0.75,0.35,0.4,21,0.12,5,45,237,17,0,201,0.145,0.023,0.005,0,0,0,0.01,0,3,식품의약품안전처,400,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D115-015000000-0001,보쌈김치,D,음식,1,가정식(분석 함량),15,김치류,15015,보쌈김치,1501500,해당없음,150150000,해당없음,00,해당없음,30,91,2.19,0.72,2.36,3.73,1.69,2.3,38,0.58,46,261,661,10,1,110,0.033,0.078,0,0.54,0,5.98,0.04,0,3,식품의약품안전처,90,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D115-016000000-0001,부추김치,D,음식,1,가정식(분석 함량),15,김치류,15016,부추김치,1501600,해당없음,150160000,해당없음,00,해당없음,47,86.9,2.68,1.16,2.88,6.36,4.08,3.8,37,0.5,44,435,761,204,0,2443,0.08,0.12,1.72,0.42,0,0,0.1,0,3,식품의약품안전처,50,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D115-017000000-0001,얼갈이배추김치,D,음식,1,가정식(분석 함량),15,김치류,15017,얼갈이배추김치,1501700,해당없음,150170000,해당없음,00,해당없음,63,84.8,1.59,1.45,1.23,10.94,0.38,1.7,57,0.51,26,189,246,109,0,1304,0.05,0.075,0,0.04,0,0,0.05,0,3,식품의약품안전처,80,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D115-021000000-0001,오이김치,D,음식,1,가정식(분석 함량),15,김치류,15021,오이김치,1502100,해당없음,150210000,해당없음,00,해당없음,38,89.5,2.06,0.8,2.03,5.64,2.37,3.2,35,0.6,58,373,466,38,0,456,0.171,0.1,0.229,1.17,0,0,0.11,0,3,식품의약품안전처,70,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-001000000-0001,가자미식해,D,음식,1,가정식(분석 함량),17,장아찌·절임류,17001,가자미식해,1700100,해당없음,170010000,해당없음,00,해당없음,134,69.3,11.09,4.81,3.16,11.64,3.71,4.1,296,1.16,241,253,685,118,8,1317,0.268,0.132,0,2.56,0,73.81,0.7,0.03,3,식품의약품안전처,250,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-002030000-0001,갈치젓_양념,D,음식,1,가정식(분석 함량),17,장아찌·절임류,17002,갈치젓,1700203,양념,170020300,해당없음,00,해당없음,149,53.8,15.53,5.08,15.33,10.28,4.91,6.8,256,1.42,276,728,5023,488,413,897,7.311,0.178,0,0,0,112.27,1.87,0.03,3,식품의약품안전처,90,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-004010000-0001,꽃게장_간장,D,음식,1,가정식(분석 함량),17,장아찌·절임류,17004,꽃게장,1700401,간장,170040100,해당없음,00,해당없음,62,82.8,7.02,1.1,3.06,6.04,4.21,1.1,65,0.95,98,230,1089,8,7,15,0,0.112,13.544,17.11,0,48.91,0.16,0,3,식품의약품안전처,250,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-004040000-0001,꽃게장_양념(고추가루),D,음식,1,가정식(분석 함량),17,장아찌·절임류,17004,꽃게장,1700404,양념(고추가루),170040400,해당없음,00,해당없음,97,73.1,10.23,0.61,3.52,12.61,8.77,4.7,265,1.29,160,433,804,52,0,628,0,0.15,13.585,22.05,0,46.16,0.24,0.01,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-005000000-0001,단무지,D,음식,1,가정식(분석 함량),17,장아찌·절임류,17005,단무지,1700500,해당없음,170050000,해당없음,00,해당없음,13,95.6,0.33,0.2,1.53,2.4,0.47,1.3,11,0.1,11,49,552,0,0,0,0,0,0,3.13,0,0,0.03,0,3,식품의약품안전처,30,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-006000000-0001,더덕장아찌,D,음식,1,가정식(분석 함량),17,장아찌·절임류,17006,더덕장아찌,1700600,해당없음,170060000,해당없음,00,해당없음,141,62,4.47,0.89,3.77,28.9,15.38,5.7,38,1.1,134,320,1167,50,0,596,0.289,0.044,0.767,2.12,0,0,0.23,0,3,식품의약품안전처,90,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-011050000-0001,매실장아찌_우메보시(일본),D,음식,1,가정식(분석 함량),17,장아찌·절임류,17011,매실장아찌,1701105,우메보시(일본),170110500,해당없음,00,해당없음,65,75.7,1.27,1.77,10.27,11.03,7.87,3.4,26,1.07,14,179,3728,0,0,0,0,0,0.5,0,0,0,0.03,0,3,식품의약품안전처,30,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-012030000-0001,멸치젓_양념,D,음식,1,가정식(분석 함량),17,장아찌·절임류,17012,멸치젓,1701203,양념,170120300,해당없음,00,해당없음,90,63.2,11.4,1.6,16.4,7.4,0.6,2.6,543,2.2,424,364,6667,54,32,268,0,0.2,0,2.4,0,117.6,0.8,0,3,식품의약품안전처,5,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-014000000-0001,무짠지,D,음식,1,가정식(분석 함량),17,장아찌·절임류,17014,무짠지,1701400,해당없음,170140000,해당없음,00,해당없음,11,91,0.54,0.12,6.34,1.98,1.58,2.6,19,0.24,13,137,2382,0,0,0,0,0.02,0.04,0,0,0,0.02,0,3,식품의약품안전처,50,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-015000000-0001,무초절임(치킨무),D,음식,1,가정식(분석 함량),17,장아찌·절임류,17015,무초절임(치킨무),1701500,해당없음,170150000,해당없음,00,해당없음,17,95.4,0.52,0.3,0.71,3.05,1.75,1.5,17,0.14,11,94,189,0,0,0,0,0,0,0,0,0,0.02,0,3,식품의약품안전처,130,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-016030000-0001,새우젓_양념,D,음식,1,가정식(분석 함량),17,장아찌·절임류,17016,새우젓,1701603,양념,170160300,해당없음,00,해당없음,69,66.8,7.1,1.8,18.2,6,0.5,1.9,735,1.7,174,298,7402,37,13,291,0.3,0.1,0,8.1,0,69.8,0.3,0,3,식품의약품안전처,10,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-017000000-0001,오이장아찌,D,음식,1,가정식(분석 함량),17,장아찌·절임류,17017,오이장아찌,1701700,해당없음,170170000,해당없음,00,해당없음,14,94.8,0.36,0.28,2.02,2.54,1.04,2.3,21,0.38,8,18,740,0,0,3,0.16,0,0,0.26,0,0,0.04,0,3,식품의약품안전처,50,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-018000000-0001,오이지,D,음식,1,가정식(분석 함량),17,장아찌·절임류,17018,오이지,1701800,해당없음,170180000,해당없음,00,해당없음,21,90.1,0.74,0.72,5.62,2.84,0,2.5,22,0.3,25,163,2050,8,0,100,0.14,0.02,1.08,0.18,0,0,0.04,0,3,식품의약품안전처,50,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D117-019030000-0001,오징어젓_양념,D,음식,1,가정식(분석 함량),17,장아찌·절임류,17019,오징어젓,1701903,양념,170190300,해당없음,00,해당없음,60,79.7,10.1,0.7,6.1,3.4,2.4,1.6,28,0.3,123,233,2151,29,4,307,0.1,0.1,0,6.9,0,144.7,0.2,0,3,식품의약품안전처,10,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D120-004000000-0001,미숫가루,D,음식,1,가정식(분석 함량),20,음료 및 차류,20004,미숫가루,2000400,해당없음,200040000,해당없음,00,해당없음,70,84.8,2.08,2.27,0.4,10.42,0,2.2,27,0.73,63,105,24,0,0,0,0,0.053,0.32,0.25,0,0,0.36,0,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D124-001000000-0001,가래떡,D,음식,1,가정식(분석 함량),24,"곡류, 서류 제품",24001,가래떡,2400100,해당없음,240010000,해당없음,00,해당없음,195,51.1,3.92,0.51,0.71,43.73,0,0.6,5,0.25,43,23,241,0,0,0,0,0.02,0,0,0,0,0.19,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D124-004020000-0001,경단_깨,D,음식,1,가정식(분석 함량),24,"곡류, 서류 제품",24004,경단,2400402,깨,240040200,해당없음,00,해당없음,240,47.3,6.28,6.72,1.09,38.58,0.61,4.6,178,0.84,104,75,203,0,0,0,0,0.02,1.21,0,0,0,0.99,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D124-006000000-0001,꿀떡,D,음식,1,가정식(분석 함량),24,"곡류, 서류 제품",24006,꿀떡,2400600,해당없음,240060000,해당없음,00,해당없음,228,44.2,3.74,1.73,0.88,49.48,0.29,0.8,15,0.36,52,39,275,0,0,0,0.01,0.01,0.34,0,0,0,0.3,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D124-008000000-0001,모듬찰떡,D,음식,1,가정식(분석 함량),24,"곡류, 서류 제품",24008,모듬찰떡,2400800,해당없음,240080000,해당없음,00,해당없음,218,47.4,6.78,2.44,1.07,42.27,2.98,3.8,19,0.75,91,191,188,1,0,4,0,0.17,0,1.85,0,0,0.28,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D124-011000000-0001,백설기,D,음식,1,가정식(분석 함량),24,"곡류, 서류 제품",24011,백설기,2401100,해당없음,240110000,해당없음,00,해당없음,230,43.8,3.71,1.45,0.63,50.4,0.11,2,6,0.08,36,31,211,0,0,0,0,0.03,0.21,0,0,0,0.12,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D124-013020000-0001,송편_깨,D,음식,1,가정식(분석 함량),24,"곡류, 서류 제품",24013,송편,2401302,깨,240130200,해당없음,00,해당없음,219,48.3,4.65,3.23,1.02,42.83,1.98,4.4,96,0.46,65,50,260,0,0,0,0.31,0.01,0.48,0,0,0,0.62,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D124-018000000-0001,시루떡,D,음식,1,가정식(분석 함량),24,"곡류, 서류 제품",24018,시루떡,2401800,해당없음,240180000,해당없음,00,해당없음,224,45.3,3.77,1.85,0.93,48.13,0.04,4,14,0.66,65,161,195,0,0,0,0.24,0.03,0.1,1.83,0,0,0.11,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D124-021000000-0001,약식,D,음식,1,가정식(분석 함량),24,"곡류, 서류 제품",24021,약식,2402100,해당없음,240210000,해당없음,00,해당없음,220,47.2,4.21,2.45,0.9,45.24,13.24,2.6,13,0.33,43,85,221,0,0,6,0,0.01,0,0,0,0,0.27,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D124-022000000-0001,인절미,D,음식,1,가정식(분석 함량),24,"곡류, 서류 제품",24022,인절미,2402200,해당없음,240220000,해당없음,00,해당없음,242,41,5.64,2.16,1.15,50.07,6.35,2.9,16,0.4,61,128,297,0,0,0,0,0.03,1.05,2.99,0,0,0.24,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D124-024000000-0001,증편,D,음식,1,가정식(분석 함량),24,"곡류, 서류 제품",24024,증편,2402400,해당없음,240240000,해당없음,00,해당없음,200,50.7,3.17,1.2,0.82,44.15,3.19,1,10,0.1,38,22,284,0,0,0,0,0.05,0.72,0,0,0,0.15,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D124-027000000-0001,찹쌀팥앙금,D,음식,1,가정식(분석 함량),24,"곡류, 서류 제품",24027,찹쌀팥앙금,2402700,해당없음,240270000,해당없음,00,해당없음,295,29,5.06,2.53,0.49,62.93,25.95,1.8,17,0.41,34,34,140,0,0,0,0.03,0.02,0.22,0,0,0,0.13,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D127-004000000-0001,육회,D,음식,1,가정식(분석 함량),27,수·조·어·육류,27004,육회,2700400,해당없음,270040000,해당없음,00,해당없음,130,73.9,9.93,6.43,1.63,8.12,5.29,6.6,12,1.37,109,236,418,1,1,4,0,0.107,0.307,3.17,0,28.09,2.11,0.08,3,식품의약품안전처,150,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D201-031000000-0001,초밥_(삼삼한밥상(Ⅶ))채소 초밥,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,01,밥류,01031,초밥,0103100,해당없음,010310000,해당없음,00,해당없음,140,0,2.71,0.49,,31.3,,,,,,,52,,,,,,,,,,0,0,3,식품의약품안전처,280,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D202-003000000-0001,도넛_(못난이꽈배기)못난이찹쌀고구마크림치즈도넛,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02003,도넛,0200300,해당없음,020030000,해당없음,00,해당없음,293,0,6.81,11.3,,41.16,11.74,,,,,,329,,,,,,,,,,5.07,0.14,3,식품의약품안전처,69,못난이꽈배기,2,수집,2019-12-31,2022-06-28,1471000,식품의약품안전처
