식품대분류명,식품명,대표식품명,식품중분류명,식품소분류명,식품세분류명,제목,재료,레시피
볶음류,떡볶이_채소,떡볶이,채소,해당없음,해당없음,"[Calorie cut] Tteokbokki, the enemy of diet! Tteokbokki Calorie Cut Challenge!","Konjac, fish cake, cabbage, onion, egg, red pepper paste, red pepper powder, allulose, minced garlic, soy sauce, water","Boil the egg Cut the fish cake into the desired shape and cut the cabbage and onion into bite-size pieces Add red pepper powder, minced garlic, soy sauce, and allulose to red pepper paste and mix Use allulose to reduce calories while maintaining sweetness and reducing calories by 1/10 Konjac Put 1 tablespoon of vinegar in boiling water and blanch for about 1 minute. Instead of rice cake, use konjac rich in dietary fiber and blanch in vinegar water to reduce the calories. You can remove the unique flavor of konjac! Put water in a pot and boil the seasoning sauce. When it boils, add fish cake, onion and cabbage and boil. When vegetables are cooked, add poached konjac and boil. Add boiled eggs"
볶음류,라볶이,라볶이,해당없음,해당없음,해당없음,Rabokki is gone now! Now unite with Ubokki! Teacher Baek Ubokki,"Instant udon noodles, fish cake, cabbage, green onion, water, red pepper paste, red pepper powder, sugar, soy sauce","Chop the green onion and cabbage into small pieces and cut the fish cake into bite-size pieces. Prepare 10 cm green onion, 1/2 cup cabbage, 1 piece of fish cake. Put 2 cups of water in a pan and put 1 tablespoon of red pepper paste, 1 tablespoon of red pepper powder, 2 tablespoons of sugar, and soy sauce. Add 3 tablespoons. [Sauce] 2 cups of water, 1 tablespoon of red pepper paste, 1 tablespoon of red pepper powder, 2 tablespoons of sugar, 3 tablespoons of soy sauce Put the prepared vegetables and fish cakes in the pan. When it starts to boil, add noodles and boil it yourself. Instant udon for 1 serving."
볶음류,마늘쫑볶음,마늘쫑볶음,해당없음,해당없음,해당없음,in,in,in
볶음류,마늘쫑볶음_멸치,마늘쫑볶음,멸치,해당없음,해당없음,in,in,in
볶음류,마파두부,마파두부,해당없음,해당없음,해당없음,A combination of spicy sauce and soft tofu! Mapo Tofu,"1 tofu (300g), minced pork, white onion 10cm, onion, starch, water, rice wine, red pepper powder, soybean paste, red pepper paste, soy sauce, minced garlic, water, sesame oil, pepper, chives","Prepare the green onion by slicing and mincing the onion. 2 white onion white part, 1 onion, cut the tofu into bite-size pieces. Prepare one tofu (300g) in a preheated pan with plenty of oil and fry the green onion. When it comes up, saute the chopped onion. When the onion becomes transparent, add pork, rice wine and pepper and stir-fry. 100g minced pork, 2T Cheongju, and a little pepper When the meat is cooked, add red pepper powder, soybean paste, red pepper paste, soy sauce, and minced garlic. 3T red pepper powder, 1T soybean paste, and red pepper paste Add 1T, 3T soy sauce, 2T minced garlic to dissolve the seasoning. Add tofu and boil over medium heat for at least 5 minutes. Pour 2 cups of water to adjust the concentration. 1T starch, 3T water Turn off the heat and add sesame oil. 1T sesame oil, 1T chives"
볶음류,멸치볶음,멸치볶음,해당없음,해당없음,해당없음,This is the best calcium supplement! National side dish Spicy Anchovy Stir-fry,"Anchovy, garlic, cheongyang pepper, gochujang, oligosaccharide, cooking wine, sesame oil, sesame","Put the anchovies through a sieve and shake off the powder. Put 2T red pepper paste, 2T oligosaccharide, and 2T cooking wine in a 100g sieve bowl of fine anchovy and mix well. Put cooking oil in a ball pan and fry the anchovies, then add minced garlic and cheongyang red pepper and fry them. 5 garlic cloves , 2 cheongyang red pepper pans When all the ingredients are fried, reduce the heat to low, add the seasoning sauce, mix quickly, turn off the heat, add 1T sesame oil, 1T sesame seeds, and mix well."
볶음류,멸치볶음_꽈리고추,멸치볶음,꽈리고추,해당없음,해당없음,Knowing Taste Jinri National Side Dish ♥ Stir-fried Chili Pepper Anchovy,"Chilli pepper, whole garlic, anchovies, soy sauce, oligosaccharide, sesame seeds, sesame oil","Take the top of the red pepper and cut it in half. Prepare the garlic by cutting it into slices. Fry the anchovies in a dry pan. Heat oil in a preheated pan and fry garlic. You can increase the amount of anchovy according to your taste. Add chilli pepper and fry. Add soy sauce and stir-fry until seasoned. Stir-fry garlic. Add the fried anchovies and stir-fry, then turn off the heat. Add oligosaccharide, sesame seeds, and sesame oil and mix to complete."
볶음류,멸치볶음_마늘쫑,멸치볶음,마늘쫑,해당없음,해당없음,Flavor UP with Garlic Stew! Stir-fried Garlic Anchovy,"Anchovy, garlic 1 handful =, whole garlic, cooking wine, soy sauce, oligosaccharide, sesame oil","Prepare garlic sprigs by cutting them into bite-sized pieces. Prepare garlic sprigs by slicing them into pieces. 1 handful of garlic sprigs = 150g, 5 garlic cloves In a preheated pan, heat anchovy and garlic. When the color of garlic sprouts becomes clear, add cooking wine and soy sauce and stir-fry. When the seasoning is soaked in 1T, turn off the heat and add oligosaccharide and sesame oil to finish. Oligosaccharide 1T, sesame oil 1T"
볶음류,멸치볶음_풋고추,멸치볶음,풋고추,해당없음,해당없음,This is the best calcium supplement! National side dish Spicy Anchovy Stir-fry,"Anchovy, garlic, cheongyang pepper, gochujang, oligosaccharide, cooking wine, sesame oil, sesame","Put the anchovies through a sieve and shake off the powder. Put 2T red pepper paste, 2T oligosaccharide, and 2T cooking wine in a 100g sieve bowl of fine anchovy and mix well. Put cooking oil in a ball pan and fry the anchovies, then add minced garlic and cheongyang red pepper and fry them. 5 garlic cloves , 2 cheongyang red pepper pans When all the ingredients are fried, reduce the heat to low, add the seasoning sauce, mix quickly, turn off the heat, add 1T sesame oil, 1T sesame seeds, and mix well."
볶음류,문어볶음_고추장,문어볶음,고추장,해당없음,해당없음,"Three Meals a Day Cha Seung-won's recipe! Try 3 dishes! Stir-fried Octopus, Bibim-guksu, Radish","Radish, oyster mushroom, ginger, green onion, green pepper, radish, oyster mushroom, ginger, green onion, cheongyang pepper, soy sauce, oligosaccharide, 2+1/2 cups of water, peperoncino, boiled octopus, zucchini, onion, red pepper, cheongyang Red pepper, green onion, sesame seeds, red pepper powder 1/2 tbsp, sugar, minced garlic, red pepper paste, salt, pepper, somen noodles, cucumber, boiled egg, sesame, lettuce, sesame leaf, sesame oil, red pepper paste, fine red pepper powder, sesame oil, plum juice, Vinegar, Oligosaccharide, Sesame Seeds","[Unsweetened] Peel the radish and cut into bite-size pieces. Remove the bottom of the mushrooms, cut the green onion into 5cm lengths, and cut the cheongyang pepper diagonally. Put soy sauce, oligosaccharide, peperoncino, green onion, cheongyang pepper, and water in a pot. add radish Add oyster mushrooms and ginger and boil the radish until seasoned. [Stir-fried octopus] Slice the onion and zucchini, chop the green onion, cheongyang pepper, and red pepper, and cut the octopus into bite-size pieces. Heat oil in a pan and fry vegetables and octopus. Add seasoning ingredients and stir-fry until vegetables are cooked. Red pepper powder 1+1/2 tablespoons, sugar 1/2 tablespoon, minced garlic 1/2 tablespoon, red pepper paste 1 tablespoon, a little salt, pepper 1/2 tablespoon soy sauce if it is bland. add it Sprinkle with sesame seeds to finish. [Bibim-guksu] Slice the cucumber and cut the lettuce and sesame leaves into bite-sized pieces. Put the seasoning ingredients in a bowl and make the seasoning sauce. 3Tbs red pepper paste, 2Tbs fine red pepper powder, 1Tbs sesame oil, 2Tbs plum juice, 2Tbs vinegar, 2Tbs oligosaccharide, and sesame seeds. do. Put lettuce, sesame leaves, cucumber, somen noodles, seasoning sauce, and sesame oil in a bowl and mix. Put the seasoned noodles in a bowl and top with sliced ​​cucumber, halved eggs and sesame seeds."
볶음류,미역줄기볶음,미역줄기볶음,해당없음,해당없음,해당없음,Everyone's favorite side dish! Stir-fried Seaweed Stem ♥,"1 handful of seaweed stems (200g), 1/4 onion (40g), carrot, minced garlic, cooking wine, sesame oil, sesame, soy sauce","Soak seaweed stems in cold water to remove salt for about 1 hour. Cut the drained seaweed stem with scissors. Prepare by slicing carrots and onions. 30g carrots, 1/4 onion (40g) Heat cooking oil in a pan and fry garlic. When it comes to a boil, add the onion and carrot in sequence and saute. When the vegetables are cooked, add the seaweed stems and cooking wine and stir-fry. Turn off the heat and mix with sesame oil and sesame seeds to finish. 1T sesame oil, 1/2T sesame seeds"
볶음류,버섯볶음_느타리,버섯볶음,느타리,해당없음,해당없음,Stir-fried Oyster Mushrooms with Chewy Chewy Mushrooms ♥,"Oyster mushroom 1 pack (200g), carrot, onion, soy sauce, salt, pepper, sesame oil, sesame","Trim the mushrooms. 200g oyster mushroom, sliced ​​onion and carrot. 1/2 onion and 1/2 carrot. Heat oil in a frying pan, add onions, carrots and mushrooms and fry over high heat. this is me Add seasoning ingredients and stir-fry, turn off the heat, and mix with sesame oil. [Seasoning ingredients] 1T soy sauce, a little bit of salt, a little bit of pepper, 1/2T sesame oil Sprinkle sesame seeds to finish. 1/2T sesame seeds"
볶음류,브로콜리볶음,브로콜리볶음,해당없음,해당없음,해당없음,Sauteed Broccoli Stir-fry,"Meatballs, broccoli, red paprika, yellow paprika, onion, garlic, oyster sauce, salt, pepper, cooking oil","Cut the meat and vegetables into bite-size pieces. Blanch broccoli and meat in boiling water. Heat oil in a pan and saute garlic. Add the meat and vegetables and stir-fry. Add oyster sauce, salt and pepper and stir-fry to finish."
볶음류,삼겹살볶음_묵은지,삼겹살볶음,묵은지,해당없음,해당없음,Stir-fried Spicy Beoljib Pork Belly Seasoned with Pork Belly Seasoning,"Pork belly, green onion, whole garlic, cheongyang pepper, cooking wine, salt, pepper, gochujang, oligosaccharide, vinegar, cooking wine, water, minced garlic, pepper","Chop the Cheongyang pepper into pine cones, cut the green onion diagonally, and cut the pork belly into bite-size pieces. Add the ground ingredients to the pork belly and mix. Put the seasoning ingredients in a bowl and make a sauce. Heat oil in a heated pan, add whole garlic and pork belly, and fry over medium heat. When the garlic turns golden brown, add the seasoning sauce and stir-fry. When the meat is fully cooked, add the green onion and cheongyang red pepper and stir-fry once to complete."
볶음류,새우볶음,새우볶음,해당없음,해당없음,해당없음,One delicious meal with dried shrimp fried rice☆,"Dried shrimp, egg, green onion, rice, soy sauce, salt","Prepare dried prawns by grinding them in a blender. Chop the green onion finely and prepare it. Heat enough oil in a pan and add green onions to make oil. Push the green onion to one side, add the egg and scramble. Add dried prawns to the side of green onion oil and fry. When it smells like shrimp, mix the eggs together and add salt. Add rice and soy sauce and stir-fry to finish."
볶음류,소시지볶음,소시지볶음,해당없음,해당없음,해당없음,in,in,in
볶음류,쇠고기볶음_고추장,쇠고기볶음,고추장,해당없음,해당없음,in,in,in
볶음류,쇠고기볶음_버섯,쇠고기볶음,버섯,해당없음,해당없음,in,in,in
볶음류,쇠고기볶음_채소,쇠고기볶음,채소,해당없음,해당없음,in,in,in
볶음류,애호박볶음,애호박볶음,해당없음,해당없음,해당없음,Zucchini's unique sweetness ★ Stir-fried zucchini,"Zucchini, onion, sesame oil, sesame, salt, soy sauce, minced garlic, salt, pepper","Cut the zucchini in half and cut into 0.5cm half moons and shred the onion. Put zucchini and 1/6 tbsp of salt in a bowl and marinate for 10 minutes, then remove water with a kitchen towel. Heat the oil in a pan and fry the onion. When the onion becomes transparent, add the zucchini and fry for 2-3 minutes over medium heat. When the zucchini is cooked, add the seasoning ingredients and fry for 1 minute. Turn off the heat and sprinkle with sesame oil and sesame seeds to finish."
볶음류,양파볶음,양파볶음,해당없음,해당없음,해당없음,"It's not on a diet, it's delicious♥ Stir-fried Chicken and Onion","Onion, boiled chicken breast, green onion, red pepper, minced garlic, sesame seeds, cooking oil, sesame oil, 1/2 tbsp red pepper powder, soy sauce, sugar, cooking wine, pepper","Chop the onion and slice the green onion and red pepper diagonally. And shred the boiled chicken breast. Heat oil in a pan, add minced garlic and stir-fry. Add green onion and onion and stir-fry. Add chicken breast and stir-fry. Add all seasoning ingredients and stir-fry, then add red pepper, sesame seeds and sesame oil."
