id,카테고리명,분류기준,식품명,설명,ingre,recipe
439,한식,구이류,너비아니,It is a royal food made by thinly sliced ​​beef marinated in soy sauce and then grilled.,"Sirloin loin, soy sauce, honey, onion juice, pear juice, cooking wine, chopped green onion, minced garlic, sesame, sesame oil, pepper","Remove the blood from the end of the sirloin using a kitchen towel. Make a scabbard on the meat with a knife and spread the meat thinly by tapping it with a meat mallet or knife. Make sure to cut the meat so that the meat does not get caught too much. Put the seasoning ingredients in a bowl and mix to make a sauce. When the seasoning is mixed, put it in the prepared meat and marinate it for about 1 hour. Place the meat on a preheated pan and bake it back and forth. Bring to a boil over medium heat, then reduce the heat to low and cook through."
440,간식,빵류,오이핫도그,It is a hot dog made with cucumber instead of sausage between the hot dog buns.,"Mini cucumber, sliced ​​cheese, bread crumbs, egg, frying oil, glutinous rice hotteok mix or hotteok mix, warm water, yeast","Add the glutinous rice hotteok mix, the enclosed yeast, and warm water to make a dough. Prepare the cucumber by putting it on a skewer. Cut the dough into egg-sized pieces and roll out thinly. Make a hot dog by putting sliced ​​cheese and cucumber skewers on the rolled out dough. Dip the hot dog in egg water > breadcrumbs. Fry in oil heated to 170 degrees to finish."
441,간식,쿠키류,피넛초코칩쿠키,A cookie filled with fragrant peanut butter and sweet chocolate chips.,"Unsalted butter, brown sugar, salt, egg, vanilla extract, peanut butter, soft flour, baking powder, baking soda, minced chocolate","Put unsalted butter, brown sugar, and salt in a bowl and mix with a hand mixer. After mixing the egg and vanilla extract, mix in 2~3 times. Add peanut butter and mix, then sift the soft flour, baking powder, and baking soda and mix with a silicone spatula. Add the minced chocolate and mix, then divide the dough into appropriate sizes with an ice cream scoop or spoon. Cover with cling wrap and rest in the refrigerator for 30 to 1 hour, then place in an oven preheated to 175 degrees and bake for 13 to 15 minutes. Cool the baked cookies on a cooling rack to complete."
442,일식,롤/김밥류,봄나물또띠아롤,It is a roll dish with vegetables in a tortilla and rolled up.,"Soothe, sedum, red paprika, yellow paprika, canned tuna, onion, tortilla, mayonnaise, salt, pepper","Finely chop the onion, shred the paprika, and cut into lengths of soothing paprika. Remove the oil from canned tuna using a sieve. Mix the onion, tuna and sauce ingredients in a bowl. Grill the tortillas in a heated pan over low heat. After applying a little mayonnaise to the tortilla, top it with tuna, spring greens, and vegetables and roll it up to complete it."
443,음료/디저트,과일류,"꿀자몽, 꿀오렌지","This dessert is completed by cutting grapefruit and orange in half, making a sheath, scooping out the inside, and sprinkling honey.","Grapefruit, Orange, Honey, Sugar",Cut the grapefruit and orange in half and put a knife between the flesh. Sprinkle the cut grapefruits and oranges with honey and then sugar. Put grapefruit and orange in the air fryer basket and bake for 15 minutes at 190 degrees Celsius. Air fryer
444,한식,전/부침류,돼지고기 듬~뿍 넣어 만든! 빈대떡 같은 감자전♥,This is potato pancake made by soaking thinly sliced ​​potatoes in water to remove starch and then frying them with pan-fried flour.,"Potato, minced pork, green onion, onion, pancake powder, salt, pork A fat","Peel the potatoes and cut them to fit in a blender. Slice the green onion and cut the onion thinly and cut in half. Put the potatoes in a blender and add a little water to grind them finely. Put the ground potatoes, minced pork meat, green onion, onion, pancake powder, and salt in a bowl and mix. It is more savory to use minced pork meat mixed with fat. Put A fat on the pan to make oil. If you don't have A fat, you can use cooking oil. When some oil comes out, put the potato pancake batter on top and bake it on both sides until golden brown."
445,한식,면류,참외비빔국수,Try making sweet and sour Bibim Noodles using melons that have a good crunchy texture.,"Melon, beef pork belly, Cheongju, somen noodles, young leafy vegetables, salt, sesame, seaweed powder, red pepper paste 2+1/2 spoons, soy sauce, red pepper powder, vinegar 1+1/2 spoons, sugar, minced garlic, sesame oil, melon, red paprika , Yellow Paprika, Celery, Whole Pepper, Water, Vinegar, Sugar, Salt, Pickling Spice","[Melon Bibim-guksu] Wash melons cleanly, remove seeds, and slice thinly. Sprinkle salt on the melon and when it is pickled, rinse with water and squeeze out the water. Put pork belly and sake in a heated pan and stir-fry over high heat. Put all seasoning ingredients in a bowl and mix. Boil somen noodles in boiling water, rinse in cold water and drain. Add seasoning sauce to the noodles, mix, put in a bowl, and top with young leafy vegetables, pork belly, melon, sesame, and seaweed powder to finish. [Pick melon] Wash melons cleanly, remove seeds, and cut into bite-size pieces. After removing the seeds, cut the paprika into bite-size pieces, and cut the celery diagonally. Put all the pickles ingredients in a pot and bring to a boil, then strain through a sieve. Put melon, paprika, and whole pepper in a sterilized glass bottle and pour boiled pickles."
446,분식,떡볶이류,라이스페이퍼떡볶이,"Rice paper is used instead of tteokbokki, which reduces the calorie burden and preserves the chewy texture of tteokbokki.","Rice paper, sliced ​​cheese, water, red pepper paste, soy sauce, fine red pepper powder, sugar, starch syrup, minced garlic, square fish cake, green onion","Prepare warm water. [Normal Tteokbokki] Make tteokbokki by soaking 4 sheets of rice paper and then rolling them up. [Cheese Tteokbokki] Soak 2 sheets of rice paper, put cheese on top and roll it up to make cheese rice cake. Put the ingredients except for the square fish cake of tteokbokki seasoning and green onion in a pan and bring to a boil. Add the prepared rice cakes, cheese rice cakes, and square fish cakes and simmer until the seasoning is done. Add the sliced ​​green onion and it's done."
447,간식,파이류,식빵쑥파이,A crispy pie baked with fragrant and fragrant mugwort milk jam.,"Bread, egg, mugwort milk jam, cream cheese, red bean paste, olive oil, mugwort powder, milk, fresh cream, sugar","[Mugwort Milk Jam] Put milk, fresh cream, mugwort powder, and sugar in a pot and bring to a boil. Continue to stir and boil on low heat for about 20 minutes, then turn off the heat when it becomes thick. Put it in a glass bottle sterilized with boiling water and refrigerate. [Bread mugwort pie] Prepare eggs by loosening them finely. Cut the edges of the bread and spread it thinly with a rolling pin. Brush the edges of the bread with egg water, then put mugwort jam > red bean paste > cream cheese. Fold the bread in half and press the edges with a fork to attach. Apply the remaining egg mixture to the top of the bread and lightly sprinkle with oil. It is best to use an oil spray. Put it in the air fryer and bake for 5 minutes at 180℃. Air fryer"
448,음료/주류,차류,믹스베리레몬에이드,This ade is easy to make with 44 fruit tea bags.,"Lemon, cider, mixed berry, warm water, coconut jelly, freeze-dried berry",Soak the mixed berry tea bag in warm water. Squeeze the lemon and mix with the mixed berry tea. Put coconut jelly>ice>cider in a cup and add 2. Add mixed berry tea to the cider and chill it for a day or so. look at this!
449,요리법,튀김류,현미라이스페이퍼탕수육,Use rice paper to make sweet and sour pork with a crispy texture.,"Pork sirloin, brown rice paper or rice paper, salt, pepper, cooking wine, olive oil, lemon, water, soy sauce, sugar, vinegar, starch water","Cut the pork into bite-size pieces and season with salt, pepper and cooking wine. Wet the rice paper and roll up the pork. Put pork rolls in the air fryer, sprinkle with olive oil, and bake at 180℃ for 15 minutes, then turn over and bake for 15 minutes for a total of 30 minutes. You can also use air fryer oil spray. Slice 1/4 of a lemon and squeeze the juice out of 1/2 using a squeezer. Put the sliced ​​lemon, lemon juice, water, soy sauce, sugar, and vinegar in a squeezer pot and boil it. match Dip or pour rice paper with sweet and sour pork and sauce. Serve with green onion or salad greens according to your preference."
450,디저트,케이크류,오레오치즈케이크,"It is a cheesecake baked by crushing Oreo cookies, mixing them with cream cheese, and placing them on a cake sheet.","Oreo, cream cheese, sugar, fresh cream, vanilla extract, egg, cornstarch","Place parchment paper on the muffin tin and add 6 Oreos one by one. Crush 4 Oreos into small pieces. Put cream cheese, sugar and fresh cream in a bowl and mix well with a hand mixer. Add vanilla extract and eggs and mix with a hand mixer. Sift cornstarch and mix. When all the ingredients are mixed, put the cream cheese dough into a muffin tin, sprinkle with crushed Oreos, and bake in an oven preheated to 170 degrees for 25 to 30 minutes. Cool the baked cake in the refrigerator for 2 hours or more to finish."
451,간식,빵류,양파햄치즈빵,Open toast with 450g of large-capacity onion mayonnaise and baked.,"Bread, sliced ​​cheese, sliced ​​ham, mayonnaise, onion, pizza cheese, parmesan cheese powder, mayonnaise, salt, pepper, parsley powder",Finely chop the onion. Add the topping ingredients to the bowl and mix. Spread mayonnaise on the bread and put sliced ​​ham > sliced ​​cheese. Cover with white bread and top with toppings. Bake for 7-8 minutes in an oven preheated to 200 degrees. Oven
452,일식,부침개/전/튀김류,두부오코노미야끼,"Instead of wheat flour, tofu is added to make the okonomiyaki lighter and more delicious.","Tofu, Cabbage, Onion, Bacon, Shrimp Meat, Egg, Salt, Pepper, Tonkatsu Sauce, Mayonnaise, Fine Katsuobushi","Slice the cabbage and onion thinly. Cut the bacon and shrimp into small pieces. Mash the tofu using a knife. Beat the eggs and mix all the ingredients, then season with salt and pepper. Grease a heated pan with oil and roll out the dough to the desired size and bake on both sides until golden. Place in a bowl and sprinkle with sauce and bonito flakes to finish. Sprinkle green onion powder if you like."
